utc	jobid	name	config	gpus	nodes	gpus_per_node	queue	wall	mem	mbs	ga	seq	steps	tokens_per_step	total_tokens	git_commit	config_sha256	cmdline
2026-09-17T20:04:51Z	1760347	cmix_134M_hybrid_bsprobe_mbs8	configs/cmix/cmix_134M_hybrid_bsprobe_mbs8.yml	8	1	8	preemptable	01:00	200G	8	1	4096	120	262144	31457280	cfc439b3	3c6ed944310aee37	submit_train.sh cmix_134M_hybrid_bsprobe_mbs8 configs/cmix/cmix_134M_hybrid_bsprobe_mbs8.yml 8 preemptable 01:00 200G 
2026-09-17T20:04:51Z	1760348	cmix_134M_pure_bsprobe_mbs8	configs/cmix/cmix_134M_pure_bsprobe_mbs8.yml	8	1	8	preemptable	01:00	200G	8	1	4096	120	262144	31457280	cfc439b3	e1a29c7d54fe5df2	submit_train.sh cmix_134M_pure_bsprobe_mbs8 configs/cmix/cmix_134M_pure_bsprobe_mbs8.yml 8 preemptable 01:00 200G 
2026-09-17T20:12:50Z	1760375	cmix_134M_hybrid_32B	configs/cmix/cmix_134M_hybrid_32B.yml	8	1	8	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	260852c6ba20b8d4	submit_train.sh cmix_134M_hybrid_32B configs/cmix/cmix_134M_hybrid_32B.yml 8 preemptable 24:00 200G 
2026-09-17T20:12:50Z	1760376	cmix_134M_sandwich_32B	configs/cmix/cmix_134M_sandwich_32B.yml	8	1	8	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	3c3d7fa6282ee6f5	submit_train.sh cmix_134M_sandwich_32B configs/cmix/cmix_134M_sandwich_32B.yml 8 preemptable 24:00 200G 
2026-09-17T20:12:50Z	1760377	cmix_134M_gptswitch_32B	configs/cmix/cmix_134M_gptswitch_32B.yml	8	1	8	preemptable	48:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	0f2826d95d5366b4	submit_train.sh cmix_134M_gptswitch_32B configs/cmix/cmix_134M_gptswitch_32B.yml 8 preemptable 48:00 200G 
2026-09-17T20:12:51Z	1760378	cmix_134M_pure_32B	configs/cmix/cmix_134M_pure_32B.yml	8	1	8	preemptable	48:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	8ab0a62e0cdd9fb9	submit_train.sh cmix_134M_pure_32B configs/cmix/cmix_134M_pure_32B.yml 8 preemptable 48:00 200G 
2026-09-17T20:37:17Z	1761075	cmix_134M_pure_32B	configs/cmix/cmix_134M_pure_32B.yml	8	1	8	preemptable	48:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	8ab0a62e0cdd9fb9	submit_train.sh cmix_134M_pure_32B configs/cmix/cmix_134M_pure_32B.yml 8 preemptable 48:00 200G 
2026-09-17T20:44:38Z	1761117	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	1	8	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	cfc439b3	7b40337dc40796ab	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T20:44:38Z	1761118	cmix_400M_baseline_switch	configs/cmix/cmix_400M_baseline_switch.yml	8	1	8	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	cfc439b3	ae6f7b17da08f7b7	submit_train.sh cmix_400M_baseline_switch configs/cmix/cmix_400M_baseline_switch.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:07Z	1761188	cmix_134M_sandwich_32B	configs/cmix/cmix_134M_sandwich_32B.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	3c3d7fa6282ee6f5	submit_train.sh cmix_134M_sandwich_32B configs/cmix/cmix_134M_sandwich_32B.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:07Z	1761189	cmix_134M_gptswitch_32B	configs/cmix/cmix_134M_gptswitch_32B.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	0f2826d95d5366b4	submit_train.sh cmix_134M_gptswitch_32B configs/cmix/cmix_134M_gptswitch_32B.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:07Z	1761190	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	cfc439b3	7b40337dc40796ab	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:07Z	1761191	cmix_400M_baseline_switch	configs/cmix/cmix_400M_baseline_switch.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	cfc439b3	ae6f7b17da08f7b7	submit_train.sh cmix_400M_baseline_switch configs/cmix/cmix_400M_baseline_switch.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:07Z	1761192	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	preemptable	24:00	200G	1	16	4096	61035	524288	31999918080	cfc439b3	82d44ca809685a61	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T20:54:08Z	1761193	cmix_134M_pure_32B	configs/cmix/cmix_134M_pure_32B.yml	8	2	4	preemptable	48:00	200G	4	2	4096	122070	262144	31999918080	cfc439b3	8ab0a62e0cdd9fb9	submit_train.sh cmix_134M_pure_32B configs/cmix/cmix_134M_pure_32B.yml 8 preemptable 48:00 200G 
2026-09-17T21:23:58Z	1761438	cmix_134M_hybrid_32B_sparse	configs/cmix/cmix_134M_hybrid_32B_sparse.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	cd44dca080984227	submit_train.sh cmix_134M_hybrid_32B_sparse configs/cmix/cmix_134M_hybrid_32B_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T21:23:58Z	1761439	cmix_134M_sandwich_32B_sparse	configs/cmix/cmix_134M_sandwich_32B_sparse.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	17be03da1918cbbe	submit_train.sh cmix_134M_sandwich_32B_sparse configs/cmix/cmix_134M_sandwich_32B_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T21:23:58Z	1761440	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	48:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	b0d82d1755c8b5c2	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 48:00 200G 
2026-09-17T21:31:34Z	1761457	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	48:00	200G	2	4	4096	122070	262144	31999918080	a94909d2	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 48:00 200G 
2026-09-17T21:33:06Z	1761460	cmix_134M_hybrid_32B_sparse	configs/cmix/cmix_134M_hybrid_32B_sparse.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	cd44dca080984227	submit_train.sh cmix_134M_hybrid_32B_sparse configs/cmix/cmix_134M_hybrid_32B_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T21:33:06Z	1761461	cmix_134M_sandwich_32B_sparse	configs/cmix/cmix_134M_sandwich_32B_sparse.yml	8	2	4	preemptable	24:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	17be03da1918cbbe	submit_train.sh cmix_134M_sandwich_32B_sparse configs/cmix/cmix_134M_sandwich_32B_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T21:33:06Z	1761462	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	48:00	200G	2	4	4096	122070	262144	31999918080	a94909d2	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 48:00 200G 
2026-09-17T22:07:10Z	1761564	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	a94909d2	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T22:07:11Z	1761565	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	preemptable	24:00	200G	1	16	4096	61035	524288	31999918080	a94909d2	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 preemptable 24:00 200G 
2026-09-17T22:11:48Z	1761594	cmix_134M_hybrid_32B_sparse	configs/cmix/cmix_134M_hybrid_32B_sparse.yml	8	2	4	normal	24:00	200G	4	2	4096	122070	262144	31999918080	a94909d2	cd44dca080984227	submit_train.sh cmix_134M_hybrid_32B_sparse configs/cmix/cmix_134M_hybrid_32B_sparse.yml 8 normal 24:00 200G 
2026-09-18T04:54:23Z	1765365	cmix_400M_sandwich_mbs2_probe	configs/cmix/cmix_400M_sandwich_mbs2_probe.yml	4	1	4	preemptable	02:00	200G	2	8	4096	400	262144	104857600	a94909d2	2df744f65c0c851a	submit_train.sh cmix_400M_sandwich_mbs2_probe configs/cmix/cmix_400M_sandwich_mbs2_probe.yml 4 preemptable 02:00 200G 
2026-09-18T21:47:04Z	1773522	cmix_400M_baseline_switch	configs/cmix/cmix_400M_baseline_switch.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	a94909d2	ae6f7b17da08f7b7	submit_train.sh cmix_400M_baseline_switch configs/cmix/cmix_400M_baseline_switch.yml 8 preemptable 24:00 200G 
2026-09-18T21:47:04Z	1773523	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	a94909d2	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 preemptable 24:00 200G 
2026-09-18T21:47:04Z	1773524	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	48:00	200G	2	4	4096	122070	262144	31999918080	a94909d2	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 48:00 200G 
2026-09-18T21:47:04Z	1773525	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	preemptable	24:00	200G	1	16	4096	61035	524288	31999918080	a94909d2	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 preemptable 24:00 200G 
2026-09-18T23:53:52Z	1774852	cmix_134M_hyb_w1w2_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml	8	2	4	normal	24:00	200G	4	2	4096	122070	262144	31999918080	fd52703a	a5b2e5a795bdcd96	submit_train.sh cmix_134M_hyb_w1w2_surr_32B configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml 8 normal 24:00 200G 
2026-09-18T23:58:27Z	1775117	cmix_134M_hyb_w1w2_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml	8	2	4	normal	24:00	200G	4	2	4096	122070	262144	31999918080	fd52703a	0fb4cb4e78fe4c5a	submit_train.sh cmix_134M_hyb_w1w2_surr_32B configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml 8 normal 24:00 200G 
2026-09-19T00:30:09Z	1775376	cmix_134M_hyb_w1w2_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml	8	2	4	normal	24:00	200G	4	2	4096	122070	262144	31999918080	fd52703a	7651a6f45f66f8a6	submit_train.sh cmix_134M_hyb_w1w2_surr_32B configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml 8 normal 24:00 200G 
2026-09-19T00:30:46Z	1775379	cmix_134M_hyb_w1w2_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	fd52703a	3f00de1e7bff6c2a	submit_train.sh cmix_134M_hyb_w1w2_surr_32B configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml 4 normal 24:00 200G 
2026-09-19T00:45:00Z	1775567	abl_B_134M_6G1x6S	configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml	4	1	4	normal	24:00	200G	4	2	4096	122070	131072	15999959040	fd52703a	780d3fee2660345b	submit_train.sh abl_B_134M_6G1x6S configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml 4 normal 24:00 200G 
2026-09-19T00:45:54Z	1775598	abl_B_134M_6G1x6S	configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	fd52703a	108a60e8690aa9fd	submit_train.sh abl_B_134M_6G1x6S configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml 4 normal 24:00 200G 
2026-09-19T01:12:44Z	1775841	abl_B_400M_6G1x6S	configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml	8	2	4	normal	24:00	200G	2	8	4096	61035	524288	31999918080	fd52703a	34387b92570cfbfd	submit_train.sh abl_B_400M_6G1x6S configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml 8 normal 24:00 200G 
2026-09-19T03:44:49Z	1778230	abl_B_134M_6G1x6S	configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	fd52703a	108a60e8690aa9fd	submit_train.sh abl_B_134M_6G1x6S configs/iclr_26/ablations/abl_B_134M_6G1x6S.yml 4 normal 24:00 200G 
2026-09-19T03:54:02Z	1778367	cmix_134M_hyb_w1w2_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	fd52703a	e495ce1f8899a550	submit_train.sh cmix_134M_hyb_w1w2_surr_32B configs/cmix/cmix_134M_hyb_w1w2_surr_32B.yml 4 normal 24:00 200G 
2026-09-19T04:38:31Z	1779980	cmix_134M_hyb_w1w2_surrMLP_32B	configs/cmix/cmix_134M_hyb_w1w2_surrMLP_32B.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	fd52703a	90b7063f237c1392	submit_train.sh cmix_134M_hyb_w1w2_surrMLP_32B configs/cmix/cmix_134M_hyb_w1w2_surrMLP_32B.yml 4 normal 24:00 200G 
2026-09-19T06:20:55Z	1780801	cmix_134M_hyb_w1w2_sparse_surr_32B	configs/cmix/cmix_134M_hyb_w1w2_sparse_surr_32B.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	3efc4dab	11237347d607ccdb	submit_train.sh cmix_134M_hyb_w1w2_sparse_surr_32B configs/cmix/cmix_134M_hyb_w1w2_sparse_surr_32B.yml 4 normal 24:00 200G 
2026-09-19T21:40:02Z	1792444	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	preemptable	24:00	200G	2	8	4096	61035	524288	31999918080	3efc4dab	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 200G 
2026-09-19T21:40:02Z	1792445	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	preemptable	24:00	200G	1	16	4096	61035	524288	31999918080	3efc4dab	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 preemptable 24:00 200G 
2026-09-19T22:57:43Z	1793120	abl_D_134M_6G_dense_isototal	configs/iclr_26/ablations/abl_D_134M_6G_dense_isototal.yml	4	1	4	normal	24:00	200G	4	2	4096	122070	131072	15999959040	3efc4dab	c8eb2103245a2204	submit_train.sh abl_D_134M_6G_dense_isototal configs/iclr_26/ablations/abl_D_134M_6G_dense_isototal.yml 4 normal 24:00 200G 
2026-09-19T22:58:13Z	1793179	abl_D_134M_6G_dense_isototal	configs/iclr_26/ablations/abl_D_134M_6G_dense_isototal.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	3efc4dab	f1785334c0870870	submit_train.sh abl_D_134M_6G_dense_isototal configs/iclr_26/ablations/abl_D_134M_6G_dense_isototal.yml 4 normal 24:00 200G 
2026-09-20T00:01:23Z	1794345	abl_C_134M_1G1x6E1G_isototal	configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml	4	1	4	normal	24:00	200G	4	4	4096	122070	262144	31999918080	3efc4dab	52ed8e8c717800bc	submit_train.sh abl_C_134M_1G1x6E1G_isototal configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml 4 normal 24:00 200G 
2026-09-20T03:50:17Z	1796722	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	normal	24:00	160G	1	16	4096	61035	524288	31999918080	4534a608	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 normal 24:00 160G 
2026-09-20T03:50:22Z	1796723	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	4534a608	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T03:50:25Z	1796724	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	4534a608	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 normal 24:00 160G 
2026-09-20T03:50:29Z	1796726	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	24:00	96G	2	4	4096	122070	262144	31999918080	4534a608	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 24:00 96G 
2026-09-20T03:55:19Z	1796776	abl_E_134M_6G1x6E_baseEGPT	configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml	4	1	4	preemptable	24:00	96G	4	4	4096	122070	262144	31999918080	4534a608	832d04da068d4a7d	submit_train.sh abl_E_134M_6G1x6E_baseEGPT configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml 4 preemptable 24:00 96G 
2026-09-20T04:24:54Z	1796831	abl_B_400M_6G1x6S	configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	4534a608	34387b92570cfbfd	submit_train.sh abl_B_400M_6G1x6S configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml 8 preemptable 24:00 160G 
2026-09-20T04:39:44Z	1797744	abl_E_134M_6G1x6E_baseEGPT	configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml	4	1	4	preemptable	24:00	96G	4	4	4096	122070	262144	31999918080	d263ec22	832d04da068d4a7d	submit_train.sh abl_E_134M_6G1x6E_baseEGPT configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml 4 preemptable 24:00 96G 
2026-09-20T05:55:38Z	1798089	abl_I_134M_w1w2_sparse_surr_projUncon	configs/iclr_26/ablations/abl_I_134M_w1w2_sparse_surr_projUncon.yml	4	1	4	preemptable	24:00	96G	4	4	4096	122070	262144	31999918080	3a98dfd0	87e996700785ebcf	submit_train.sh abl_I_134M_w1w2_sparse_surr_projUncon configs/iclr_26/ablations/abl_I_134M_w1w2_sparse_surr_projUncon.yml 4 preemptable 24:00 96G 
2026-09-20T06:05:18Z	1798096	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	normal	24:00	96G	2	4	4096	122070	262144	31999918080	3a98dfd0	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 normal 24:00 96G 
2026-09-20T06:05:18Z	1798097	abl_E_134M_6G1x6E_baseEGPT	configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml	4	1	4	normal	24:00	96G	4	4	4096	122070	262144	31999918080	3a98dfd0	832d04da068d4a7d	submit_train.sh abl_E_134M_6G1x6E_baseEGPT configs/iclr_26/ablations/abl_E_134M_6G1x6E_baseEGPT.yml 4 normal 24:00 96G 
2026-09-20T06:11:02Z	1798098	abl_G_400M_6G1x6E1x6E	configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	3a98dfd0	c242c110a9e68216	submit_train.sh abl_G_400M_6G1x6E1x6E configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml 8 normal 24:00 160G 
